,id,name,blurb,city,loc_state,launched_at,deadline,goal,pledged,state,urls,category_id,category,subcategory,CODE1,CODE2,naics_code,desc
16,1192253859,I Heart Mom - Burning Man Art 2021,"An 'I Heart Mom' traditional style tattoo art piece, standing 20 feet tall will have the script 'Mom' on a scroll across the front.",Black Rock City,NV,2021-04-10,2021-05-25,1500,246,live,https://www.kickstarter.com/projects/iheartmom/i-heart-mom-art-honorarium?ref=discovery_category_newest,288,Art,Installations,7115,7115,4539,Other Miscellaneous Store Retailers
17,1195741439,Unrequited,"Join me in the final throes of my 1st album, a culmination of jazz operatic neo soul funk with additional remixes by Emoticon",Lahaina,HI,2015-05-25,2015-07-08,3000,3674,successful,https://www.kickstarter.com/projects/394157151/unrequited-1?ref=category,41,Music,Jazz,7111,7111,7113,"Promoters of Performing Arts, Sports, and Similar Events"
18,1204118218,4 Writers: A Series Masterpiece,"The first of a seven book series planned by the gifted inventor, unites three professional re-writers in the creation of a masterpiece",Pittsburgh,PA,2013-05-10,2013-06-09,35000,27,failed,https://www.kickstarter.com/projects/698848774/4-writers-a-series-masterpiece?ref=category,47,Publishing,Fiction,5111,5111,5111,"Newspaper, Periodical, Book, and Directory Publishers"
19,121017555,Maps 3,25mm scale maps of building floor plans for use in tabletop RPGs.,Redmond,WA,2015-12-07,2015-12-21,50,170,successful,https://www.kickstarter.com/projects/1592014779/maps-3?ref=category,34,Games,Tabletop games,3399,3399,4539,Other Miscellaneous Store Retailers
20,1218703985,Cindy's Boyfriend,"An actor tries to scare off the new boyfriend of his friend’s ex-girlfriend, but the new boyfriend turns out to be a brutal mobster.",Los Angeles,CA,2013-05-31,2013-06-25,10000,13986,successful,https://www.kickstarter.com/projects/1469996568/cindys-boyfriend?ref=category,32,Film & video,Shorts,5121,5121,5121,Motion Picture and Video Industries
21,1223288208,The Good Kids Apparel,The Good Kids Apparel is a gender neutral clothing line. Modern streetwear for kids. Made in USA #BeGood,Las Vegas,NV,2017-11-15,2017-12-15,2000,5,failed,https://www.kickstarter.com/projects/2066782/the-good-kids-apparel?ref=category_newest,264,Fashion,Childrenswear,3152,3152,3152,Cut and Sew Apparel Manufacturing
22,1226537948,"Outward Spectacle: National Parks, A Multimedia Art Concept","One story, told through a Snapchat Spectacles-filmed documentary, a book, Polaroids, a podcast, letters, an audiobook, videos & more",Philadelphia,PA,2017-05-09,2017-06-09,8888,9000.33,successful,https://www.kickstarter.com/projects/1654393206/outward-spectacle-national-parks-a-multimedia-art?ref=category_newest,45,Publishing,Art books,5111,5111,5111,"Newspaper, Periodical, Book, and Directory Publishers"
23,1263057836,The Worlds of Li Loo Neng,This is a story of an orphan named Li Loo. She is lost in the world and creates her own worlds to find all the things she is missing.,Mount Olive,NC,2016-05-31,2016-07-01,800,625,failed,https://www.kickstarter.com/projects/1868813961/the-worlds-of-li-loo-neng?ref=category,47,Publishing,Fiction,7115,7115,5111,"Newspaper, Periodical, Book, and Directory Publishers"
24,1263682292,Uncertain Existence,"A short film about a teen boy trying to overcome the world of domestic violence, bullying, drug addiction and suicide he was placed in.",East Providence,RI,2016-01-25,2016-03-25,15000,235,failed,https://www.kickstarter.com/projects/uncertainexistence/uncertain-existence?ref=category,293,Film & video,Drama,5121,5121,5121,Motion Picture and Video Industries
25,1272397812,"MiiXR | Can your sports bottle, shaker or blender do this?!",BLEND | DRINK | CHARGE | GO.  MiiXR is a beautifully designed Vortex Mixer that will charge your devices while you workout.,New York,NY,2017-02-06,2017-03-09,30000,66390.01,live,https://www.kickstarter.com/projects/promixx/miixr-can-your-sports-bottle-shaker-or-blender-do?ref=category,28,Design,Product design,3352,3352,3399,Other Miscellaneous Manufacturing
26,1292055647,Relic Ball,Relic Ball leads you on an adventure around the world as you solve mysterious puzzles and collect ancient artifacts.,Orlando,FL,2012-01-21,2012-03-21,10000,10331.03,successful,https://www.kickstarter.com/projects/relicball/relic-ball?ref=category,35,Games,Video games,5112,5112,5112,Software Publishers
27,13171692,Food Cycle: Building soil with pedal power!,"Expand our garden and help launch our neighborhood-scale, pedal-powered composting project in North Central Troy.",Troy,NY,2012-05-23,2012-06-21,10000,10312.2,successful,https://www.kickstarter.com/projects/collardcitygrowers/food-cycle-building-soil-with-pedal-power?ref=category_newest,10,Food,NA,1114,1114,1151,Support Activities for Crop Production
28,1355757714,Mary Bond's New Book: Your Body Mandala,"Meditations to enhance posture, body literacy, and presence. Gain comfortable, efficient movement in daily living, and relieve stress.",Los Angeles,CA,2016-10-03,2016-11-02,20000,25397,successful,https://www.kickstarter.com/projects/1733788192/mary-bonds-new-book-your-body-mandala?ref=category,48,Publishing,Nonfiction,5111,5111,7115,"Independent Artists, Writers, and Performers"
29,1356995569,CoroBot Spark. Make your own robot. So simple. So affordable,The educational robotics kit designed to be hacked.,Austin,TX,2014-11-05,2014-12-05,45000,1911,canceled,https://www.kickstarter.com/projects/1864239223/corobot-spark-make-your-own-robot-so-simple-so-aff?ref=category,334,Technology,Diy electronics,3344,3344,3344,Semiconductor and Other Electronic Component Manufacturing
30,1381306610,BIRD JUICE PART 2: THIS TIME IT'S FOR REAL (Canceled),Bird Juice Part 2: This Time It's For Real is a coming of age tale about a young man's journey flight into manhood,San Francisco,CA,2017-02-17,2017-03-19,1500,20,canceled,https://www.kickstarter.com/projects/215214698/bird-juice-part-2-this-time-its-for-real?ref=category,292,Film & video,Comedy,5121,5121,5121,Motion Picture and Video Industries
31,138146930,"DOME, Agricultural Villa Tre Grazie",Witness and participate in the creation of an incredible work of art. A blank canvas at an agricultural villa is waiting for the artist,Santa Rosa,CA,2013-12-30,2014-02-28,22000,562,failed,https://www.kickstarter.com/projects/873637402/duomo-of-sonoma-agricultural-villa-tre-grazie?ref=category,23,Art,Painting,7115,7115,1151,Support Activities for Crop Production
32,1384122051,VentPack 2.0,We're creating a platform where college kids and others can have a place to vent feelings anonymously without having to do it in person,Reno,NV,2018-01-30,2018-03-30,30000,1,live,https://www.kickstarter.com/projects/1192911240/ventpack-20?ref=category_newest,332,Technology,Apps,5112,6213,5416,"Management, Scientific, and Technical Consulting Services"
33,142686524,7 SENSES — PERSONALIZED drawings for you and an art gallery,Paintings of you the way I see according to the 7 words you give me. You receive the original artwork and I display it. Don't miss it!,Seattle,WA,2015-08-04,2015-09-03,600,816,successful,https://www.kickstarter.com/projects/589314937/7-senses-paintings-that-capture-you-at-the-very-mo?ref=category,22,Art,Illustration,7115,7115,7115,"Independent Artists, Writers, and Performers"
34,1435137215,The Perfect Fold,"A compact, easy to use device that will assist you to fold a fitted sheet in less than a minute. There is nothing like it on the market",Centennial,CO,2019-10-02,2019-11-01,30000,26,live,https://www.kickstarter.com/projects/bearclaw/the-perfect-fold?ref=discovery_category_newest,28,Design,Product design,3399,3399,3399,Other Miscellaneous Manufacturing
35,1436589662,Mama Rue's Goodies,I'm starting an at home bakery as the first step towards starting a ministry. I'll be baking treats and selling them in the community.,Lancaster,PA,2016-03-08,2016-03-23,1000,1000,successful,https://www.kickstarter.com/projects/237118052/mama-rues-goodies?ref=category_newest,10,Food,NA,3118,3118,3118,Bakeries and Tortilla Manufacturing
36,1439668741,Help us bring The Visionary Planner to Life!,"The Visionary Planner was birthed out of the yearning to have a place to write down goals, build a vision and have a reference guide.",Poughkeepsie,NY,2017-11-22,2017-12-12,10000,0,failed,https://www.kickstarter.com/projects/thevisionaryplanner/help-us-bring-the-visionary-planner-to-life?ref=category_newest,353,Crafts,Stationery,3222,3222,3399,Other Miscellaneous Manufacturing
37,1442726950,Hudson Freeman - Indie Singer-Songwriter - Original EP,Help seventeen-year-old singer-songwriter Hudson Freeman record and deliver an original six song EP.,Dallas,TX,2015-07-13,2015-08-12,5000,5281,successful,https://www.kickstarter.com/projects/1140896819/hudson-freeman-indie-singer-songwriter-original-ep?ref=category,40,Music,Indie rock,5122,5122,5122,Sound Recording Industries
38,1455763227,Socially Conscious Hip Hop Album Launch,Launching Raven Odin's debut album will be enhanced by a variety of initiatives. The result: groundbreaking hip hop.,San Jose,CA,2014-08-11,2014-10-10,7000,155,failed,https://www.kickstarter.com/projects/449843525/socially-conscious-hip-hop-album-launch?ref=category,39,Music,Hip-hop,5122,5122,5122,Sound Recording Industries
39,1457329794,The Cloudism Project,"Three interactive pieces about human discovery, building identities through play, and plays. To be staged at Capital Fringe 2012.",Washington,DC,2012-06-08,2012-07-13,800,910,successful,https://www.kickstarter.com/projects/thecloudismproject/the-cloudism-project?ref=category_newest,17,Theater,NA,7111,7111,7111,Performing Arts Companies
40,1475930033,Saturday Knights,"Pro Wrestling game, gameplay based on the AKI engine & featuring independent wrestling stars. This one is for the fans, by the fans.",Los Angeles,CA,2016-09-01,2016-10-05,270000,8910,failed,https://www.kickstarter.com/projects/joemethod/saturday-knights?ref=category,35,Games,Video games,5112,5112,5112,Software Publishers
41,1483751084,Beyond the Bolex: A Documentary Film,Meet Jacques Bolsey - the man behind a generation's worth of moving images.,Los Angeles,CA,2013-03-10,2013-04-20,35000,35277,successful,https://www.kickstarter.com/projects/cappuccino/beyond-the-bolex-a-documentary-film?ref=category,30,Film & video,Documentary,5121,5121,5121,Motion Picture and Video Industries
42,1488413551,Ambient Forces Dynamo Workshop Laboratory,An Ambient Forces Dynamo (patent pending) workshop laboratory to refine the design to a marketable/usable point.,Arvada,CO,2019-09-05,2019-11-04,6536000,2,live,https://www.kickstarter.com/projects/ambient-force-dynamo/ambient-forces-dynamo-workshop-laboratory?ref=discovery_category_newest,16,Technology,NA,5417,5417,8111,Automotive Repair and Maintenance
43,1506902762,Gay Marriage =,"The founder of """"It's Pronounced Metrosexual"""" is creating an awareness / awesome / equality / gay-rights / awesome T-Shirt.",Austin,TX,2012-02-09,2012-03-13,960,1552,successful,https://www.kickstarter.com/projects/killermann/gay-marriage?ref=category,9,Fashion,NA,4481,4481,4481,Clothing Stores
45,1533258261,Harlem Hellfighters,Pilot > T.V. Series,San Diego,CA,2020-11-26,2021-01-25,33000,5152,failed,https://www.kickstarter.com/projects/841352236/harlem-hellfighters?ref=discovery_category_newest,293,Film & video,Drama,5121,5121,5121,Motion Picture and Video Industries
46,1545244817,The Meadows Player's Guide,"A Player's Guide to the Noir-filled, Goblin Gambling, Post-Apocalypse. Designed for Dungeons and Dragons Fifth Edition.",Santa Rosa,CA,2021-02-16,2021-03-02,500,616,successful,https://www.kickstarter.com/projects/themimicsvault/the-meadows-players-guide?ref=discovery_category_newest,34,Games,Tabletop games,3399,3399,7112,Spectator Sports
47,1575097017,Fragile Masculinity,"""""Fragile Masculinity """" is a photo book by Matthew Dean Stewart, focusing on gender roles in our society and what it means to be a """"Man""""",Portland,OR,2017-12-16,2018-01-15,4000,7075,successful,https://www.kickstarter.com/projects/fragilemasculinity/fragile-masculinity?ref=category_newest,280,Photography,Photobooks,5419,5419,5419,"Other Professional, Scientific, and Technical Services"
48,1605910562,No BS Pillow™,"It's NOT the prettiest pillow, but this thing WORKS!",New York,NY,1970-01-01,1970-01-01,0,0,submitted,https://www.kickstarter.com/projects/354947587/no-bs-pillowtm?ref=discovery_category_newest,28,Design,Product design,3152,3152,3379,Other Furniture Related Product Manufacturing
49,1610409922,Winterberry Playing Cards (Canceled),Winterberry is a fully custom deck of cards inspired by the Nordic winters. Winterberry is hand illustrated from the ground up.,Laguna Niguel,CA,2016-12-03,2017-01-03,10000,2312,canceled,https://www.kickstarter.com/projects/1098166299/winterberry-playing-cards?ref=category,273,Games,Playing cards,3399,3399,3231,Printing and Related Support Activities
50,1622063077,COVR Photo* - An iPhone Case with a Built In Camera Lens,COVR Photo is a case for the iPhone 5/5s with a built in lens to make it easier for Parents & Pros to capture great photographs.,Bellevue,WA,2014-04-02,2014-05-06,80000,85612.15,successful,https://www.kickstarter.com/projects/1317724211/covr-photo-an-iphone-case-with-a-built-in-prism-le?ref=category,333,Technology,Camera equipment,3342,3342,3341,Computer and Peripheral Equipment Manufacturing
51,1624756594,WereWolf Run,"A captured werewolf escapes on its way to the lab, wreaking havoc in this 4 issue horror comic book series.",Columbus,OH,2016-10-04,2016-11-01,8000,12093,successful,https://www.kickstarter.com/projects/613830066/werewolf-run?ref=category,250,Comics,Comic books,7115,7115,5111,"Newspaper, Periodical, Book, and Directory Publishers"
52,1628898050,Help Falling From One complete their CD!!!,Falling From One is currently in the studio recording their first CD and they need your help!,Utica,NY,2014-05-07,2014-06-09,2500,2606,successful,https://www.kickstarter.com/projects/1955785123/help-falling-from-one-complete-their-cd?ref=category,43,Music,Rock,5122,5122,5122,Sound Recording Industries
53,1630766644,"Kickstand - Supporting Students, Teachers and Parents",Edify is an educational learning system that provides the exact resources and additional instruction your child needs to succeed,Grand Rapids,MI,2014-07-24,2014-09-07,100000,1862,failed,https://www.kickstarter.com/projects/1922263868/kickstand-supporting-students-teachers-and-parents?ref=category,51,Technology,Software,6117,6117,6116,Other Schools and Instruction
54,1635266428,Stealing the Image: project for beautiful art,I create beautiful oil paintings that investigate the technique of post-Impressionist artist Pierre Bonnard in my own art.,Kutztown,PA,2014-04-01,2014-05-01,3900,1065,failed,https://www.kickstarter.com/projects/1092507672/stealing-the-image-project-for-beautiful-art?ref=category,23,Art,Painting,7115,7115,7115,"Independent Artists, Writers, and Performers"
55,165371395,"An American """"SOS""""",This is a non-politically correct summary of our nation's health and our responsibility as Americans to restore us to greatness,Dallas,TX,2015-09-28,2015-10-28,9480,0,failed,https://www.kickstarter.com/projects/1757388833/an-american-sos?ref=category,48,Publishing,Nonfiction,7115,7115,7111,Performing Arts Companies
56,1657379264,Let's write poetry together.,"A poetry book from your ideas, written by me.",New York,NY,2020-04-20,2020-05-20,500,51,live,https://www.kickstarter.com/projects/halyzhang/lets-write-poetry-together?ref=discovery_category_newest,50,Publishing,Poetry,7115,7115,5111,"Newspaper, Periodical, Book, and Directory Publishers"
57,1678675410,Plastic Galaxy: A Documentary About Star Wars Toys,"PLASTIC GALAXY is a documentary about Star Wars toys, exploring their history, pop-cultural influence, and the joy they elicit today.",East Village,NY,2012-04-13,2012-05-13,3000,9197.02,successful,https://www.kickstarter.com/projects/1939691921/plastic-galaxy-a-documentary-about-star-wars-toys?ref=category,30,Film & video,Documentary,5121,5121,5121,Motion Picture and Video Industries
58,1701900562,Fabled Environments Presents: Wild West Floorplans,"You got your sarsaparilla and some purdy dice, but somethin's missin'! You need some shiny new western floor plans for your table!!",Raleigh,NC,2015-03-02,2015-04-06,3000,3330,successful,https://www.kickstarter.com/projects/1359478628/fabled-environments-presents-wild-west-floorplans?ref=category,34,Games,Tabletop games,7115,7115,4539,Other Miscellaneous Store Retailers
59,1709873299,Acro Storm- Character-Based Futuristic Racing Game,"A high-speed futuristic racer with an eclectic cast, Acro Storm places as much focus on the racers as it does the tracks.",Lafayette,LA,2016-06-21,2016-07-21,55000,729,failed,https://www.kickstarter.com/projects/868259089/acro-storm-character-based-futuristic-racing-game?ref=category,35,Games,Video games,5112,5112,5112,Software Publishers
60,1711271515,Big Dude Woodworking - One of a kind solid wood products!,"Beautiful handmade solid wood cutting boards, rustic wood American flags, and solid wood candle holders.",El Cajon,CA,2019-10-20,2019-11-19,18200,161,failed,https://www.kickstarter.com/projects/bigdudewoodworking/big-dude-woodworking-one-of-a-kind-solid-wood-products?ref=discovery_category_newest,356,Crafts,Woodworking,3219,3219,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing
61,1734284875,Wyrd Sisters 2018 Reading Series,A series of play readings that invites audiences to escape into their imaginations while supporting female artists and women in need.,Manhattan,NY,2018-01-30,2018-03-01,3000,3160,successful,https://www.kickstarter.com/projects/wyrdsistersnyc/wyrd-sisters-2018-reading-series?ref=category_newest,285,Theater,Plays,7111,7111,7111,Performing Arts Companies
62,1749443405,Unpoppable,"I am entering the world of game production, and would like your help in production of a mobile app!",Hazleton,PA,2018-04-19,2018-05-19,1600,1,failed,https://www.kickstarter.com/projects/1041824530/help-build-a-new-app?ref=category_newest,332,Technology,Apps,5112,5112,5112,Software Publishers
63,1761231551,"Vanya: The Lost Warrior #2: an erotic, prehistoric adventure",A warrior from the future's survival is challenged as she navigates a prehistoric world. You can get both issues 1 and 2.,Charleston,WV,2022-03-29,2022-04-28,5000,26516,successful,https://www.kickstarter.com/projects/badbugmedia/vanya-the-lost-warrior-2-a-prehistoric-sci-fi-adventure?ref=discovery_category_newest,250,Comics,Comic books,7115,7115,5111,"Newspaper, Periodical, Book, and Directory Publishers"
64,1766558250,STRAPPY HAT,"I have created this Strappy hat, for some reason it makes people happy, I wanna take a try and market it “strappy the happy hat”",Los Angeles,CA,2018-05-13,2018-06-12,2500,109,live,https://www.kickstarter.com/projects/strappyhats/strappy-hat?ref=category_newest,28,Design,Product design,3159,3159,3152,Cut and Sew Apparel Manufacturing
65,177213460,Bring OTTER 501 to a Town Near You!,The remarkable true story of an orphaned baby otter who washed ashore on the California coast when she was less than a week old.,Monterey,CA,2012-09-27,2012-10-26,11000,12724,successful,https://www.kickstarter.com/projects/otter501/bring-otter-501-to-a-town-near-you?ref=category,30,Film & video,Documentary,5121,5121,5121,Motion Picture and Video Industries
66,182445648,A Wearable Charging Cable Bracelet That Disrupting The World,Hand Braided with Italian Leather By Our Artisan. A Charging Cable disguised as a bracelet. You will never be out of cable with NIFTYX.,San Francisco,CA,2017-04-10,2017-05-10,10000,134049,successful,https://www.kickstarter.com/projects/niftyx/a-wearable-charging-cable-bracelet-that-disrupting?ref=category,337,Technology,Gadgets,3344,3344,3399,Other Miscellaneous Manufacturing
67,1838257961,A-Maze Me | Custom Hand-Designed Name Mazes,"Commission me to turn your name into a cool graphic maze!  A real maze with only one solution, ready to print any size you like.",Fort Wayne,IN,2017-11-30,2017-12-30,200,4824,successful,https://www.kickstarter.com/projects/1718416050/a-maze-me-custom-hand-designed-name-mazes?ref=category_newest,261,Design,Typography,7115,7115,3231,Printing and Related Support Activities
68,1846734696,Brother's Keeper,A collection of Horror novellas pertaining to family.,Dayton,OH,2022-03-20,2022-05-19,1500,71,live,https://www.kickstarter.com/projects/dcv-brotherskeeper/brothers-keeper-0?ref=discovery_category_newest,47,Publishing,Fiction,5111,5111,5111,"Newspaper, Periodical, Book, and Directory Publishers"
69,1853504514,Lone Russian,"Help us finish Lone Russian a black and white fantastical drama/comedy silent short film. Click here to find out more. 

",Seattle,WA,2010-06-10,2010-08-20,2500,2502,successful,https://www.kickstarter.com/projects/1041932752/lone-russian?ref=category,30,Film & video,Documentary,7115,5121,5121,Motion Picture and Video Industries
70,1879010421,"Colorphase: """"I Promise We Don't Suck"""" Tour","Our sound reminds you of Led Zeppelin, Red Hot Chili Peppers, and Lauryn Hill all at the same time. """"I Promise We Don't Suck.""""",Madison,WI,2013-08-09,2013-08-31,2500,2830,successful,https://www.kickstarter.com/projects/colorphase/colorphase-i-promise-we-dont-suck-tour?ref=category,43,Music,Rock,7111,7111,7111,Performing Arts Companies
71,1902680495,Murder in the Alps,A 1920s Historical Cozy Mystery Special Edition,Houston,TX,2023-08-15,2023-08-30,500,9689,live,https://www.kickstarter.com/projects/sararosett/murder-in-the-alps?ref=discovery_category_newest,47,Publishing,Fiction,5111,5111,5111,"Newspaper, Periodical, Book, and Directory Publishers"
72,1921504921,An Ordinary Toad's Extraordinary Night!,Andrew wonders if his life would be more exciting if he'd been hatched a frog. Shiny and green just seems more exciting to him. Until..,New Lexington,OH,2011-11-08,2011-12-18,4800,550,failed,https://www.kickstarter.com/projects/joannemcgonagle/an-ordinary-toads-extraordinary-night?ref=category,46,Publishing,Children's books,5111,5111,5111,"Newspaper, Periodical, Book, and Directory Publishers"
73,1922111944,Open Country Log Furniture,"A full line of rustic furniture, from our family to yours",Eugene,OR,2019-11-06,2020-01-03,65000,751,live,https://www.kickstarter.com/projects/oclf/open-country-log-furniture?ref=discovery_category_newest,7,Design,NA,3371,3371,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing
74,1924203764,The Himalayan Hoodie -  (Relaunch) 1 Week Only,The Himalayan Hoodie is an 800-Fill Power Down Jacket brought to you by HIMALI™ - WARM & Superlight,Boulder,CO,2015-03-05,2015-03-13,2000,22339,successful,https://www.kickstarter.com/projects/himali/himalayan-hoodie-warm-and-superlight-relaunch-1-we?ref=category,263,Fashion,Apparel,3399,3399,4481,Clothing Stores
75,1932072040,"Chinese Lion Dance Center in Cincinnati,Ohio","I absolutely adore the Chinese Lion Dance, and I am a skilled practitioner and costume maker.  It is my dream to spread Lion Dance :)",Cincinnati,OH,2011-06-01,2011-07-02,4650,40,failed,https://www.kickstarter.com/projects/2067271002/chinese-lion-dance-center-in-cincinnatiohio?ref=category,24,Art,Performance art,7115,7115,7111,Performing Arts Companies
76,1934381051,SPOKE-N-OUT: Pedal with a Purpose! En-Light-en your ride!,With its glow in the dark capability this fun bike spoke Token allows you to shine day and night. Just in time for biking season.,Dallas,TX,2021-01-14,2021-03-15,8900,637,live,https://www.kickstarter.com/projects/spokenout/spoke-n-out-pedal-with-a-purpose?ref=discovery_category_newest,28,Design,Product design,3261,3261,3399,Other Miscellaneous Manufacturing
77,1968486731,Dandilyon Designs Studio Liftoff!,"Take Dandilyon Designs from borrowing equipment to having a fully functional studio ready to turn out hand-made, eco-friendly jewelry.",Oakland,CA,2014-06-17,2014-07-17,6500,6847,successful,https://www.kickstarter.com/projects/1035182234/dandilyon-designs-studio-liftoff?ref=category,267,Fashion,Jewelry,3399,3399,3399,Other Miscellaneous Manufacturing
78,2006175627,My name is.....,"My name is..... is a horror/fantasy novel about a paranormal investigator/exorcist, who has a demon living inside of him.",New York,NY,2012-05-08,2012-06-07,2000,0,failed,https://www.kickstarter.com/projects/1880211147/my-name-is?ref=category,47,Publishing,Fiction,7115,7115,5111,"Newspaper, Periodical, Book, and Directory Publishers"
79,2011436662,Fit Cage,Your (virtual) personal fitness trainer- FREE & On Demand. Free instruction for interval fitness training. For Gyms and personal use.,Fort Pierce,FL,2014-10-27,2014-12-19,15000,15010,successful,https://www.kickstarter.com/projects/1686184415/fit-cage?ref=category,51,Technology,Software,6116,6116,6116,Other Schools and Instruction
80,2032482979,Allan Quatermain and the Lost City of Carcosa,Pulp Action and Adventure based on 5e SRD,Philadelphia,PA,2018-10-02,2018-11-01,25000,116,live,https://www.kickstarter.com/projects/34773137/allan-quatermain-and-the-lost-city-of-carcosa?ref=category_newest,34,Games,Tabletop games,7115,7115,7115,"Independent Artists, Writers, and Performers"
